"mese","orario","reparto_ragg","reparto","Con/senza ausili","accomp_ragg","tipo_accompagnamento","tot_trasporti","trasporti_interni","trasporti_esterni"
"January","00-01","Urgency Medicine","Urgency Medicine","With help","With help","With stretcher","0,945785454545454","0,567471272727272","0,378314181818182"
"January","00-01","Urgency Medicine","Urgency Medicine","With help","With help","With bed","0,374156883116883","0,22449412987013","0,149662753246753"
"January","00-01","Urgency Medicine","Urgency Medicine","With help","With help","With body trolleys","0,138576623376623","0,083145974025974","0,05543064935065"
"January","00-01","Neurology","Neurology","Without help","Without help","On foot","0,377317402597402","0,226390441558442","0,150926961038961"
"January","00-01","Neurology","Neurology","With help","With help","With wheelchair","2,20101818181818","1,32061090909091","0,880407272727273"
"January","00-01","Neurology","Neurology","With help","With help","With stretcher","0,475577142857143","0,285346285714285","0,190230857142857"
"January","00-01","Neurology","Neurology","With help","With help","With bed","0,636723116883117","0,38203387012987","0,254689246753247"
"January","00-01","Neurology","Neurology","With help","With help","With body trolleys","0,129702857142857","0,077821714285714","0,051881142857143"
"January","00-01","Others","Hepato-biliary surgery","Without help","Without help","On foot","0,110618181818182","0,066370909090909","0,044247272727272"
"January","00-01","Others","Hepato-biliary surgery","With help","With help","With wheelchair","1,03428","0,620567999999999","0,413711999999999"
"January","00-01","Others","Hepato-biliary surgery","With help","With help","With stretcher","0,45537818181818","0,273226909090909","0,182151272727272"
"January","00-01","Others","Hepato-biliary surgery","With help","With help","With bed","0,398225454545453","0,238935272727272","0,159290181818182"
"January","00-01","Others","Hepato-biliary surgery","With help","With help","With body trolleys","0,014749090909091","0,008849454545454","0,005899636363636"
"January","00-01","Others","Urgency Surgery","Without help","Without help","On foot","0,135659220779221","0,081395532467532","0,054263688311688"
"January","00-01","Others","Urgency Surgery","With help","With help","With wheelchair","1,1304935064935","0,678296103896103","0,452197402597402"
"January","00-01","Others","Urgency Surgery","With help","With help","With stretcher","0,248708571428571","0,149225142857142","0,099483428571428"
"January","00-01","Others","Urgency Surgery","With help","With help","With bed","0,271318441558441","0,162791064935065","0,108527376623377"
"January","00-01","Others","Urgency Surgery","With help","With help","With body trolleys","0,062177142857143","0,037306285714286","0,024870857142857"
"January","00-01","Others","Geriatrics","Without help","Without help","On foot","0,294171428571428","0,176502857142857","0,117668571428572"
"January","00-01","Others","Geriatrics","With help","With help","With wheelchair","1,40221714285715","0,841330285714285","0,560886857142857"
"January","00-01","Others","Geriatrics","With help","With help","With stretcher","0,66924","0,401544","0,267696"
"January","00-01","Others","Geriatrics","With help","With help","With bed","0,264754285714285","0,158852571428571","0,105901714285714"
"January","00-01","Others","Geriatrics","With help","With help","With body trolleys","0,098057142857143","0,058834285714286","0,039222857142857"
"January","00-01","Others"," Liver unit","Without help","Without help","On foot","0,204218181818182","0,12253090909091","0,081687272727273"
"January","00-01","Others"," Liver unit","With help","With help","With wheelchair","1,19127272727273","0,714763636363637","0,476509090909092"
"January","00-01","Others"," Liver unit","With help","With help","With stretcher","0,2574","0,15444","0,10296"
"January","00-01","Others"," Liver unit","With help","With help","With bed","0,344618181818182","0,20677090909091","0,137847272727273"
"January","00-01","Others"," Liver unit","With help","With help","With body trolleys","0,0702","0,04212","0,02808"
"January","01-02","Cardiology","Cardiology","Without help","Without help","On foot","0,547630129870129","0,328578077922078","0,219052051948052"
"January","01-02","Cardiology","Cardiology","With help","With help","With wheelchair","3,34662857142857","2,00797714285715","1,33865142857142"
"January","01-02","Cardiology","Cardiology","With help","With help","With stretcher","0,791021298701299","0,474612779220779","0,31640851948052"
"January","01-02","Cardiology","Cardiology","With help","With help","With bed","0,730173506493507","0,438104103896104","0,292069402597402"
"January","01-02","Cardiology","Cardiology","With help","With help","With body trolleys","0,121695584415584","0,07301735064935","0,048678233766234"
"January","01-02","Medical clinic","Medical clinic","Without help","Without help","On foot","0,319875324675325","0,191925194805195","0,12795012987013"
"January","01-02","Medical clinic","Medical clinic","With help","With help","With wheelchair","2,07918961038961","1,24751376623377","0,831675844155845"
"January","01-02","Medical clinic","Medical clinic","With help","With help","With stretcher","0,923640000000001","0,554184000000001","0,369456"
"January","01-02","Medical clinic","Medical clinic","With help","With help","With bed","0,431831688311688","0,259099012987013","0,172732675324676"
"January","01-02","Medical clinic","Medical clinic","With help","With help","With body trolleys","0,219914285714286","0,131948571428572","0,087965714285714"
"January","01-02","Day Surgery","Day Surgery","Without help","Without help","On foot","0,52430961038961","0,314585766233766","0,209723844155844"
"January","01-02","Day Surgery","Day Surgery","With help","With help","With wheelchair","2,24288","1,345728","0,897152"
"January","01-02","Day Surgery","Day Surgery","With help","With help","With stretcher","0,520668571428572","0,312401142857142","0,208267428571428"
"January","01-02","Day Surgery","Day Surgery","With help","With help","With bed","0,589848311688312","0,353908987012987","0,235939324675324"
"January","01-02","Day Surgery","Day Surgery","With help","With help","With body trolleys","0,087384935064935","0,052430961038961","0,034953974025974"
"January","01-02","DH Orthopedic","DH Orthopedic","Without help","Without help","On foot","0,302898701298701","0,181739220779221","0,121159480519481"
"January","01-02","DH Orthopedic","DH Orthopedic","With help","With help","With wheelchair","3,86195844155844","2,31717506493506","1,54478337662338"
"January","01-02","DH Orthopedic","DH Orthopedic","With help","With help","With stretcher","1,58264571428571","0,949587428571428","0,633058285714285"
"January","01-02","DH Orthopedic","DH Orthopedic","With help","With help","With bed","1,63565298701299","0,981391792207788","0,654261194805195"
"January","01-02","DH Orthopedic","DH Orthopedic","With help","With help","With body trolleys","0,083297142857143","0,049978285714286","0,033318857142857"
"January","01-02","Internal Medicine","Internal Medicine","Without help","Without help","On foot","0,583817142857143","0,350290285714286","0,233526857142857"
"January","01-02","Internal Medicine","Internal Medicine","With help","With help","With wheelchair","3,56777142857143","2,14066285714285","1,42710857142857"
"January","01-02","Internal Medicine","Internal Medicine","With help","With help","With stretcher","0,84329142857143","0,505974857142858","0,337316571428572"
"January","01-02","Internal Medicine","Internal Medicine","With help","With help","With bed","0,778422857142858","0,467053714285715","0,311369142857144"
"January","01-02","Internal Medicine","Internal Medicine","With help","With help","With body trolleys","0,129737142857143","0,077842285714286","0,051894857142858"
"January","01-02","Urgency Medicine","Urgency Medicine","Without help","Without help","On foot","0,305579220779221","0,183347532467533","0,122231688311688"
"January","01-02","Urgency Medicine","Urgency Medicine","With help","With help","With wheelchair","1,98626493506494","1,19175896103896","0,794505974025974"
"January","01-02","Urgency Medicine","Urgency Medicine","With help","With help","With stretcher","0,882359999999999","0,529416","0,352944"
"January","01-02","Urgency Medicine","Urgency Medicine","With help","With help","With bed","0,412531948051948","0,247519168831169","0,165012779220779"
"January","01-02","Urgency Medicine","Urgency Medicine","With help","With help","With body trolleys","0,210085714285714","0,126051428571429","0,084034285714286"
"January","01-02","Neurology","Neurology","Without help","Without help","On foot","0,624024935064935","0,37441496103896","0,249609974025973"
"January","01-02","Neurology","Neurology","With help","With help","With wheelchair","2,66943999999999","1,601664","1,067776"
"January","01-02","Neurology","Neurology","With help","With help","With stretcher","0,619691428571428","0,371814857142856","0,247876571428572"
"January","01-02","Neurology","Neurology","With help","With help","With bed","0,702028051948051","0,421216831168831","0,28081122077922"
"January","01-02","Neurology","Neurology","With help","With help","With body trolleys","0,104004155844156","0,062402493506494","0,041601662337663"
"January","01-02","Others","Hepato-biliary surgery","Without help","Without help","On foot","0,081309090909091","0,048785454545454","0,032523636363636"
"January","01-02","Others","Hepato-biliary surgery","With help","With help","With wheelchair","1,03669090909091","0,622014545454545","0,414676363636363"
"January","01-02","Others","Hepato-biliary surgery","With help","With help","With stretcher","0,424839999999999","0,254904","0,169936"
"January","01-02","Others","Hepato-biliary surgery","With help","With help","With bed","0,439069090909091","0,263441454545454","0,175627636363636"
"January","01-02","Others","Hepato-biliary surgery","With help","With help","With body trolleys","0,02236","0,013416","0,008944"
"January","01-02","Others","Urgency Surgery","Without help","Without help","On foot","0,224359480519481","0,134615688311688","0,089743792207793"
"January","01-02","Others","Urgency Surgery","With help","With help","With wheelchair","1,37108571428572","0,82265142857143","0,548434285714287"
"January","01-02","Others","Urgency Surgery","With help","With help","With stretcher","0,324074805194806","0,194444883116883","0,129629922077923"
"January","01-02","Others","Urgency Surgery","With help","With help","With bed","0,299145974025974","0,179487584415585","0,119658389610389"
"January","01-02","Others","Urgency Surgery","With help","With help","With body trolleys","0,049857662337662","0,029914597402598","0,019943064935065"
"January","01-02","Others","Geriatrics","Without help","Without help","On foot","0,216228571428571","0,129737142857142","0,086491428571429"
"January","01-02","Others","Geriatrics","With help","With help","With wheelchair","1,40548571428571","0,843291428571428","0,562194285714285"
"January","01-02","Others","Geriatrics","With help","With help","With stretcher","0,624359999999999","0,374616","0,249744"
"January","01-02","Others","Geriatrics","With help","With help","With bed","0,291908571428571","0,175145142857143","0,116763428571429"
"January","01-02","Others","Geriatrics","With help","With help","With body trolleys","0,148657142857143","0,089194285714286","0,059462857142857"
"January","01-02","Others"," Liver unit","Without help","Without help","On foot","0,337745454545455","0,202647272727274","0,135098181818182"
"January","01-02","Others"," Liver unit","With help","With help","With wheelchair","1,44480000000001","0,866880000000002","0,577920000000001"
"January","01-02","Others"," Liver unit","With help","With help","With stretcher","0,3354","0,20124","0,13416"
"January","01-02","Others"," Liver unit","With help","With help","With bed","0,379963636363637","0,227978181818182","0,151985454545455"
"January","01-02","Others"," Liver unit","With help","With help","With body trolleys","0,05629090909091","0,033774545454546","0,022516363636364"
"January","02-03","Cardiology","Cardiology","Without help","Without help","On foot","0,22075012987013","0,132450077922078","0,088300051948052"
"January","02-03","Cardiology","Cardiology","With help","With help","With wheelchair","1,83958441558442","1,10375064935065","0,735833766233767"
"January","02-03","Cardiology","Cardiology","With help","With help","With stretcher","0,404708571428573","0,242825142857143","0,161883428571428"
"January","02-03","Cardiology","Cardiology","With help","With help","With bed","0,441500259740261","0,264900155844156","0,176600103896104"
"January","02-03","Cardiology","Cardiology","With help","With help","With body trolleys","0,101177142857143","0,060706285714286","0,040470857142857"
"January","02-03","Medical clinic","Medical clinic","Without help","Without help","On foot","0,290119480519481","0,174071688311688","0,116047792207793"
"January","02-03","Medical clinic","Medical clinic","With help","With help","With wheelchair","1,38290285714286","0,829741714285715","0,553161142857144"
"January","02-03","Medical clinic","Medical clinic","With help","With help","With stretcher","0,660021818181818","0,396013090909092","0,264008727272728"
"January","02-03","Medical clinic","Medical clinic","With help","With help","With bed","0,261107532467533","0,156664519480519","0,104443012987013"
"January","02-03","Medical clinic","Medical clinic","With help","With help","With body trolleys","0,096706493506494","0,058023896103896","0,038682597402598"
"January","02-03","Day Surgery","Day Surgery","Without help","Without help","On foot","0,21134961038961","0,126809766233766","0,084539844155844"
"January","02-03","Day Surgery","Day Surgery","With help","With help","With wheelchair","1,23287272727273","0,739723636363636","0,493149090909091"
"January","02-03","Day Surgery","Day Surgery","With help","With help","With stretcher","0,266388571428571","0,159833142857143","0,106555428571428"
"January","02-03","Day Surgery","Day Surgery","With help","With help","With bed","0,356652467532467","0,21399148051948","0,142660987012987"
"January","02-03","Day Surgery","Day Surgery","With help","With help","With body trolleys","0,072651428571428","0,043590857142857","0,029060571428571"
"January","02-03","DH Orthopedic","DH Orthopedic","Without help","Without help","On foot","0,274722077922078","0,164833246753247","0,109888831168831"
"January","02-03","DH Orthopedic","DH Orthopedic","With help","With help","With wheelchair","2,56865142857143","1,54119085714286","1,02746057142857"
"January","02-03","DH Orthopedic","DH Orthopedic","With help","With help","With stretcher","1,13093922077922","0,678563532467532","0,452375688311689"
"January","02-03","DH Orthopedic","DH Orthopedic","With help","With help","With bed","0,988999480519479","0,593399688311688","0,395599792207793"
"January","02-03","DH Orthopedic","DH Orthopedic","With help","With help","With body trolleys","0,03662961038961","0,021977766233766","0,014651844155844"
"January","02-03","Internal Medicine","Internal Medicine","Without help","Without help","On foot","0,235337142857143","0,141202285714286","0,094134857142857"
"January","02-03","Internal Medicine","Internal Medicine","With help","With help","With wheelchair","1,96114285714286","1,17668571428572","0,784457142857143"
"January","02-03","Internal Medicine","Internal Medicine","With help","With help","With stretcher","0,431451428571429","0,258870857142857","0,172580571428572"
"January","02-03","Internal Medicine","Internal Medicine","With help","With help","With bed","0,470674285714286","0,282404571428571","0,188269714285715"
"January","02-03","Internal Medicine","Internal Medicine","With help","With help","With body trolleys","0,107862857142857","0,064717714285715","0,043145142857143"
"January","02-03","Urgency Medicine","Urgency Medicine","Without help","Without help","On foot","0,277153246753247","0,166291948051948","0,110861298701299"
"January","02-03","Urgency Medicine","Urgency Medicine","With help","With help","With wheelchair","1,32109714285714","0,792658285714286","0,528438857142857"
"January","02-03","Urgency Medicine","Urgency Medicine","With help","With help","With stretcher","0,630523636363637","0,378314181818182","0,252209454545455"
"January","02-03","Urgency Medicine","Urgency Medicine","With help","With help","With bed","0,249437922077922","0,149662753246753","0,099775168831169"
"January","02-03","Urgency Medicine","Urgency Medicine","With help","With help","With body trolleys","0,092384415584416","0,05543064935065","0,036953766233766"
"January","02-03","Neurology","Neurology","Without help","Without help","On foot","0,251544935064935","0,150926961038961","0,100617974025974"
"January","02-03","Neurology","Neurology","With help","With help","With wheelchair","1,46734545454545","0,880407272727273","0,586938181818182"
"January","02-03","Neurology","Neurology","With help","With help","With stretcher","0,317051428571428","0,190230857142857","0,126820571428572"
"January","02-03","Neurology","Neurology","With help","With help","With bed","0,424482077922078","0,254689246753247","0,169792831168831"
"January","02-03","Neurology","Neurology","With help","With help","With body trolleys","0,086468571428571","0,051881142857143","0,034587428571429"
"January","02-03","Others","Hepato-biliary surgery","Without help","Without help","On foot","0,073745454545455","0,044247272727272","0,029498181818182"
"January","02-03","Others","Hepato-biliary surgery","With help","With help","With wheelchair","0,689520000000001","0,413712","0,275808000000001"
"January","02-03","Others","Hepato-biliary surgery","With help","With help","With stretcher","0,303585454545455","0,182151272727273","0,121434181818182"
"January","02-03","Others","Hepato-biliary surgery","With help","With help","With bed","0,265483636363636","0,159290181818182","0,106193454545454"
"January","02-03","Others","Hepato-biliary surgery","With help","With help","With body trolleys","0,009832727272727","0,005899636363636","0,003933090909091"
"January","02-03","Others","Urgency Surgery","Without help","Without help","On foot","0,090439480519481","0,054263688311689","0,036175792207792"
"January","02-03","Others","Urgency Surgery","With help","With help","With wheelchair","0,75366233766234","0,452197402597404","0,301464935064936"
"January","02-03","Others","Urgency Surgery","With help","With help","With stretcher","0,165805714285715","0,099483428571429","0,066322285714286"
"January","02-03","Others","Urgency Surgery","With help","With help","With bed","0,180878961038962","0,108527376623377","0,072351584415585"
"January","02-03","Others","Urgency Surgery","With help","With help","With body trolleys","0,041451428571429","0,024870857142857","0,016580571428572"
"January","02-03","Others","Geriatrics","Without help","Without help","On foot","0,196114285714285","0,117668571428572","0,078445714285714"
"January","02-03","Others","Geriatrics","With help","With help","With wheelchair","0,934811428571426","0,560886857142855","0,373924571428571"
"January","02-03","Others","Geriatrics","With help","With help","With stretcher","0,446159999999999","0,267695999999999","0,178464"
"January","02-03","Others","Geriatrics","With help","With help","With bed","0,176502857142857","0,105901714285714","0,070601142857143"
"January","02-03","Others","Geriatrics","With help","With help","With body trolleys","0,065371428571429","0,039222857142857","0,026148571428571"
"January","02-03","Others"," Liver unit","Without help","Without help","On foot","0,136145454545454","0,081687272727273","0,054458181818182"
"January","02-03","Others"," Liver unit","With help","With help","With wheelchair","0,794181818181819","0,476509090909092","0,317672727272728"
"January","02-03","Others"," Liver unit","With help","With help","With stretcher","0,1716","0,10296","0,06864"
"January","02-03","Others"," Liver unit","With help","With help","With bed","0,229745454545455","0,137847272727273","0,091898181818182"
"January","02-03","Others"," Liver unit","With help","With help","With body trolleys","0,046800000000001","0,02808","0,01872"
"January","03-04","Cardiology","Cardiology","Without help","Without help","On foot","0,165562597402597","0,099337558441559","0,066225038961038"
"January","03-04","Cardiology","Cardiology","With help","With help","With wheelchair","1,01177142857143","0,607062857142857","0,40470857142857"
"January","03-04","Cardiology","Cardiology","With help","With help","With stretcher","0,239145974025973","0,143487584415585","0,09565838961039"
"January","03-04","Cardiology","Cardiology","With help","With help","With bed","0,22075012987013","0,132450077922078","0,088300051948052"
"January","03-04","Cardiology","Cardiology","With help","With help","With body trolleys","0,036791688311688","0,022075012987013","0,014716675324675"
"January","03-04","Medical clinic","Medical clinic","Without help","Without help","On foot","0,096706493506494","0,058023896103896","0,038682597402598"
"January","03-04","Medical clinic","Medical clinic","With help","With help","With wheelchair","0,628592207792208","0,377155324675325","0,251436883116883"
"January","03-04","Medical clinic","Medical clinic","With help","With help","With stretcher","0,279240000000001","0,167544","0,111696"
"January","03-04","Medical clinic","Medical clinic","With help","With help","With bed","0,130553766233766","0,07833225974026","0,052221506493506"
"January","03-04","Medical clinic","Medical clinic","With help","With help","With body trolleys","0,066485714285715","0,039891428571429","0,026594285714285"
"January","03-04","Day Surgery","Day Surgery","Without help","Without help","On foot","0,158512207792207","0,095107324675325","0,063404883116884"
"January","03-04","Day Surgery","Day Surgery","With help","With help","With wheelchair","0,678079999999999","0,406848","0,271232"
"January","03-04","Day Surgery","Day Surgery","With help","With help","With stretcher","0,157411428571428","0,094446857142858","0,062964571428572"
"January","03-04","Day Surgery","Day Surgery","With help","With help","With bed","0,178326233766234","0,10699574025974","0,071330493506494"
"January","03-04","Day Surgery","Day Surgery","With help","With help","With body trolleys","0,026418701298702","0,015851220779221","0,010567480519481"
"January","03-04","DH Orthopedic","DH Orthopedic","Without help","Without help","On foot","0,091574025974027","0,054944415584416","0,03662961038961"
"January","03-04","DH Orthopedic","DH Orthopedic","With help","With help","With wheelchair","1,16756883116883","0,700541298701299","0,467027532467533"
"January","03-04","DH Orthopedic","DH Orthopedic","With help","With help","With stretcher","0,478474285714285","0,287084571428571","0,191389714285714"
"January","03-04","DH Orthopedic","DH Orthopedic","With help","With help","With bed","0,49449974025974","0,296699844155845","0,197799896103896"
"January","03-04","DH Orthopedic","DH Orthopedic","With help","With help","With body trolleys","0,025182857142858","0,015109714285714","0,010073142857143"
"January","03-04","Internal Medicine","Internal Medicine","Without help","Without help","On foot","0,176502857142857","0,105901714285714","0,070601142857143"
"January","03-04","Internal Medicine","Internal Medicine","With help","With help","With wheelchair","1,07862857142857","0,647177142857142","0,431451428571427"
"January","03-04","Internal Medicine","Internal Medicine","With help","With help","With stretcher","0,25494857142857","0,152969142857142","0,101979428571428"
"January","03-04","Internal Medicine","Internal Medicine","With help","With help","With bed","0,235337142857143","0,141202285714285","0,094134857142857"
"January","03-04","Internal Medicine","Internal Medicine","With help","With help","With body trolleys","0,039222857142857","0,023533714285714","0,015689142857143"
"January","03-04","Urgency Medicine","Urgency Medicine","Without help","Without help","On foot","0,092384415584415","0,055430649350649","0,036953766233766"
"January","03-04","Urgency Medicine","Urgency Medicine","With help","With help","With wheelchair","0,600498701298699","0,360299220779219","0,24019948051948"
"January","03-04","Urgency Medicine","Urgency Medicine","With help","With help","With stretcher","0,266759999999999","0,160055999999999","0,106704"
"January","03-04","Urgency Medicine","Urgency Medicine","With help","With help","With bed","0,124718961038961","0,074831376623377","0,049887584415584"
"January","03-04","Urgency Medicine","Urgency Medicine","With help","With help","With body trolleys","0,063514285714286","0,038108571428572","0,025405714285714"
"January","03-04","Neurology","Neurology","Without help","Without help","On foot","0,188658701298701","0,113195220779221","0,075463480519481"
"January","03-04","Neurology","Neurology","With help","With help","With wheelchair","0,80704","0,484224","0,322816"
"January","03-04","Neurology","Neurology","With help","With help","With stretcher","0,187348571428572","0,112409142857142","0,074939428571428"
"January","03-04","Neurology","Neurology","With help","With help","With bed","0,212241038961039","0,127344623376623","0,084896415584416"
"January","03-04","Neurology","Neurology","With help","With help","With body trolleys","0,031443116883117","0,01886587012987","0,012577246753246"
"January","03-04","Others","Hepato-biliary surgery","Without help","Without help","On foot","0,024581818181818","0,014749090909091","0,009832727272727"
"January","03-04","Others","Hepato-biliary surgery","With help","With help","With wheelchair","0,313418181818182","0,188050909090909","0,125367272727273"
"January","03-04","Others","Hepato-biliary surgery","With help","With help","With stretcher","0,12844","0,077064","0,051376000000001"
"January","03-04","Others","Hepato-biliary surgery","With help","With help","With bed","0,132741818181818","0,079645090909091","0,053096727272728"
"January","03-04","Others","Hepato-biliary surgery","With help","With help","With body trolleys","0,006760000000001","0,004056","0,002704"
"January","03-04","Others","Urgency Surgery","Without help","Without help","On foot","0,06782961038961","0,040697766233766","0,027131844155844"
"January","03-04","Others","Urgency Surgery","With help","With help","With wheelchair","0,414514285714286","0,248708571428571","0,165805714285715"
"January","03-04","Others","Urgency Surgery","With help","With help","With stretcher","0,097976103896104","0,058785662337662","0,039190441558442"
"January","03-04","Others","Urgency Surgery","With help","With help","With bed","0,090439480519481","0,054263688311688","0,036175792207793"
"January","03-04","Others","Urgency Surgery","With help","With help","With body trolleys","0,015073246753246","0,009043948051948","0,006029298701298"
"January","03-04","Others","Geriatrics","Without help","Without help","On foot","0,065371428571429","0,039222857142857","0,026148571428571"
"January","03-04","Others","Geriatrics","With help","With help","With wheelchair","0,424914285714286","0,254948571428571","0,169965714285714"
"January","03-04","Others","Geriatrics","With help","With help","With stretcher","0,18876","0,113256","0,075504"
"January","03-04","Others","Geriatrics","With help","With help","With bed","0,088251428571429","0,052950857142857","0,035300571428571"
"January","03-04","Others","Geriatrics","With help","With help","With body trolleys","0,044942857142857","0,026965714285715","0,017977142857143"
"January","03-04","Others"," Liver unit","Without help","Without help","On foot","0,102109090909091","0,061265454545455","0,040843636363637"
"January","03-04","Others"," Liver unit","With help","With help","With wheelchair","0,4368","0,26208","0,17472"
"January","03-04","Others"," Liver unit","With help","With help","With stretcher","0,1014","0,06084","0,04056"
"January","03-04","Others"," Liver unit","With help","With help","With bed","0,114872727272728","0,068923636363636","0,045949090909091"
"January","03-04","Others"," Liver unit","With help","With help","With body trolleys","0,017018181818182","0,010210909090909","0,006807272727273"
"January","04-05","Cardiology","Cardiology","Without help","Without help","On foot","0,118865454545454","0,071319272727273","0,047546181818182"
"January","04-05","Cardiology","Cardiology","With help","With help","With wheelchair","0,990545454545454","0,594327272727272","0,396218181818182"
"January","04-05","Cardiology","Cardiology","With help","With help","With stretcher","0,21792","0,130751999999999","0,087168"
"January","04-05","Cardiology","Cardiology","With help","With help","With bed","0,237730909090909","0,142638545454546","0,095092363636364"
"January","04-05","Cardiology","Cardiology","With help","With help","With body trolleys","0,05448","0,032688","0,021792"
"January","04-05","Medical clinic","Medical clinic","Without help","Without help","On foot","0,156218181818182","0,093730909090909","0,062487272727272"
"January","04-05","Medical clinic","Medical clinic","With help","With help","With wheelchair","0,74464","0,446783999999999","0,297855999999999"
"January","04-05","Medical clinic","Medical clinic","With help","With help","With stretcher","0,355396363636363","0,213237818181818","0,142158545454545"
"January","04-05","Medical clinic","Medical clinic","With help","With help","With bed","0,140596363636364","0,084357818181818","0,056238545454546"
"January","04-05","Medical clinic","Medical clinic","With help","With help","With body trolleys","0,052072727272727","0,031243636363636","0,020829090909091"
"January","04-05","Day Surgery","Day Surgery","Without help","Without help","On foot","0,113803636363637","0,068282181818182","0,045521454545454"
"January","04-05","Day Surgery","Day Surgery","With help","With help","With wheelchair","0,663854545454548","0,398312727272729","0,265541818181819"
"January","04-05","Day Surgery","Day Surgery","With help","With help","With stretcher","0,14344","0,086064","0,057376"
"January","04-05","Day Surgery","Day Surgery","With help","With help","With bed","0,192043636363637","0,115226181818182","0,076817454545455"
"January","04-05","Day Surgery","Day Surgery","With help","With help","With body trolleys","0,039120000000001","0,023472","0,015648000000001"
"January","04-05","DH Orthopedic","DH Orthopedic","Without help","Without help","On foot","0,147927272727274","0,088756363636364","0,059170909090909"
"January","04-05","DH Orthopedic","DH Orthopedic","With help","With help","With wheelchair","1,38312","0,829872000000001","0,553248000000001"
"January","04-05","DH Orthopedic","DH Orthopedic","With help","With help","With stretcher","0,608967272727275","0,365380363636365","0,24358690909091"
"January","04-05","DH Orthopedic","DH Orthopedic","With help","With help","With bed","0,532538181818183","0,31952290909091","0,213015272727273"
"January","04-05","DH Orthopedic","DH Orthopedic","With help","With help","With body trolleys","0,019723636363637","0,011834181818182","0,007889454545454"
"January","04-05","Internal Medicine","Internal Medicine","Without help","Without help","On foot","0,12672","0,076032","0,050688"
"January","04-05","Internal Medicine","Internal Medicine","With help","With help","With wheelchair","1,056","0,6336","0,4224"
"January","04-05","Internal Medicine","Internal Medicine","With help","With help","With stretcher","0,23232","0,139392","0,092928"
"January","04-05","Internal Medicine","Internal Medicine","With help","With help","With bed","0,25344","0,152064","0,101376"
